# number	english	chinese
1830	lack	缺少；缺乏欠缺；不足
1831	lacking	缺乏的
1832	lag	落後；延遲落後；延遲
1833	laid-back	懶散的；閒散的
1834	lamentl	哀悼；悲痛；哀悼，悲痛
1835	lamp	燈；油燈照；照亮
1836	land	陸地；田地；地產登陸；降落
1837	landing	降落，著落
1838	landlady	女房東；女地主
1839	landlord	地主；房東
1840	landmark	地標；里程碑
1841	landscape	風景；景色
1842	landscaper	庭園設計家
1843	languish	變得無生氣；衰弱
1844	lapse	時間流逝；跌落流逝；背離
1845	large	大的；巨大的
1846	large-scale	大規模的
1847	lash	鞭打；抽打鞭打；抽打
1848	last	持續；維持
1849	lasting	持久的；持續的
1850	last-minute	最後的
1851	late	遲的；已故的；晚期的遲到；來不及
1852	lately	近來；最近
1853	later	較晚的；更晚的後來；以後
1854	latter	後者的；後面的
1855	launch	發射；發動發射；發行
1856	laundry	洗衣店；送洗的衣服
1857	lavatory	盥洗室；洗手間
1858	law	法律；規則
1859	lawful	合法的；法定的
1860	lawsuit	訴訟
1861	lawyer	律師
1862	lay	放；擱；下蛋
1863	layer	層；階層
1864	layoff	解雇
1865	layout	安排；設計陳列
1866	lead	領導；帶領
1867	leader	領導
1868	leading	領路的；帶領的
1869	leaflet	傳單；單張印刷品
1870	league	同盟；聯盟同盟；聯盟
1871	leak	漏洞；裂縫洩漏
1872	leakage	漏；洩漏
1873	lean	傾身；屈身
1874	leap	跳過；越過跳；跳躍
1875	learn	學習；學會
1876	lease	租約；租契出租
1877	least	最小的；最少的
1878	leathe	皮革皮的；皮革製的
1879	leave	離開；脫離
1880	lecture	授課；演講
1881	legal	合法的；正當的
1882	legalize	使合法化
1883	legitimate	合法的；正統的
1884	leisure	閒暇；空暇時間空閒的
1885	lend	借；提供
1886	lesson	課程；學習
1887	letter	信；書信
1888	letterhead	印在信紙的信頭
1889	level	水平面；程度同水平的；同程度的使平等
1890	leverage	手段；力量；影響力
1891	liability	傾向責任
1892	liable	易⋯⋯的；可能的
1893	liberal	開明的；不守舊的
1894	library	圖書館
1895	license	證照；許可發許可證給
1896	lifestyle	生活方式
1897	likelihood	可能；可能性
1898	likely	適當的；可能的很可能
1899	limit	界線；界限限制；限定
1900	limited	有限的；不多的
1901	link	連結；聯繫連接；結合
1902	list	表；名冊
1903	litter	廢棄物；雜亂弄得亂七八糟；使充滿
1904	load	負擔；重任裝；裝載
1905	loan	貸款借出；貸與
1906	local	當地的；本地的本地人
1907	locate	設置在；座落於
1908	located	坐落的；位於的
1909	location	地點；定位
1910	lock	鎖鎖上
1911	locksmith	鎖匠
1912	logistics	物流；運籌
1913	logo	標識
1914	loom	織布機
1915	lose	丟失；輸去；賠錢
1916	loss	喪失；遺失
1917	lounge	閒蕩；躺椅閒蕩；閒逛
1918	loyal	忠誠的；忠心的
1919	loyalty	忠誠；忠心
1920	lucrative	賺錢的；有利可圖的
1921	luggage	行李
1922	lumber	木材；木料採伐
1923	mad	發瘋的；發狂的
1924	madness	瘋狂；神經錯亂
1925	magazine	雜誌
1926	magnificent	壯麗的；宏偉的
1927	mail	信件：郵件郵寄
1928	mailing	郵寄；郵件
1929	main	主要的；最重要的主要部分；要點
1930	mainframe	主機；中央處理器
1931	maintain	維持；保持
1932	maintenance	維持；保持
1933	major	主要的；一流的
1934	majority	多數派；大多數
1935	mall	購物中心
1936	manage	管理；經營
1937	management	管理；經營
1938	manager	經理；主任
1939	managerial	管理人的；經理的
1940	mandate	命令；指令
1941	manner	方式；態度；禮貌
1942	manual	手的；手工的手冊；便覽
1943	manually	手工地
1944	manufacture	製造，加工製造業；製品
1945	manufacturer	製造業者；廠商
1946	margin	邊；邊沿
1947	mark	痕跡；汙點；記號記下；標明
1948	market	市場；銷路
1949	match	比賽；競賽相配；相適合
1950	maternal	母親的；母性的
1951	matter	事情；問題；事件有關係；要緊
1952	maximum	最大量；最大數最大的；最多的
1953	mayor	市長
1954	mean	吝嗇的；小氣的表示⋯的意思
1955	meaning	意思；含義意味深長的
1956	measurable	可測量的
1957	measure	測量；計量措施；手段
1958	measurement	測量；測定
1959	medicine	藥；良藥
1960	mediocre	中等的；平凡的
1961	medium	媒介物；手段
1962	member	會員
1963	membership	會員身分；全體會員
1964	memo	備忘錄 (= memorandum) 記入備忘錄
1965	mend	修補；改善好轉；痊癒
1966	mental	精神的；心理的
1967	mention	提到；說起提到；說起
1968	mentor	導師
1969	menu	菜單；功能選單
1970	merchandise	商品；貨物買賣；經營
1971	merge	合併；融合
1972	merger	（公司等的）合併
1973	message	信息；消息通知；聯繫
1974	messenger	送信人；使者
1975	method	方法；手段
1976	meticulous	過分精細的；小心翼翼的
1977	metropolitan	大都市的
1978	midday	正午；中午
1979	midmorning	上午之中段時間
1980	mid-range	中等的；平均的
1981	mild	溫和的；溫柔的
1982	mildly	溫和地；溫柔地
1983	millennium	千年期
1984	minimum	最小量；最小數最小的；最少的
1985	minority	少數；少數派
1986	minute	分鐘；一會兒記錄下來
1987	minutely	每分鐘的；持續的仔細地；持續地
1988	miserable	痛苦的；不幸的
1989	miserably	痛苦地；艱苦地
1990	mission	使命；任務；傳教團派遣；傳教
1991	mistake	弄錯；誤解錯誤；過失
1992	mistaken	弄錯的；誤解的
1993	mistreat	虐待
1994	mistreatment	虐待
1995	misunderstand	誤會；曲解
1996	misunderstanding	誤會；曲解
1997	mitigate	使緩和；減輕
1998	mobilize	動員；調動
1999	moderately	適度地；有節制地
2000	modest	謙虛的；審慎的
2001	modification	修改；改變
2002	momentum	氣勢；衝力
2003	monetize	定為貨幣
2004	money	錢；貨幣
2005	monitor	顯示器；螢幕監控；監聽
2006	mood	心境；情緒；氣氛
2007	moral	道德的道德；品行
2008	mortgag	抵押抵押
2009	motivate	刺激；激發
2010	motivation	刺激；推動
2011	motive	動機；主旨起動的；推動的激起
2012	move	移動；推動
2013	movement	運動；活動；行動
2014	mul	深思熟慮亂糟糟；混亂
2015	myriad	無數；大量無數的；大量的
2016	nag	嘮叨；責罵不休好嘮叨的人
2017	nail	釘子；指甲釘牢；使固定
2018	naive	天真的；幼稚的
2019	name	名字；姓名提名；任命
2020	namely	即；那就是
2021	narrate	敘述；作旁白
2022	narration	敘述；講述
2023	narrator	敘述者；講述者
2024	narrow	狹的；狹窄的變窄；收縮
2025	narrowly	狹窄地；勉強地
2026	nation	國民；國家
2027	national	全國性的；國家的國民；國人
2028	nationality	國籍
2029	nationwide	全國性的在全國
2030	native	天生的；本國的本地人
2031	natural	自然的；不做作
2032	naturally	自然地；天然地
2033	nearby	附近的附近的
2034	necessarily	必定；必然地
2035	necessary	必要的，必需的
2036	necessity	需要；必要性
2037	need	需要；必要需要
2038	neglect	忽視；忽略忽視；忽略
2039	neglectful	疏忽的；不注意的
2040	negligence	疏忽；粗心
2041	negotiable	可協商的
2042	negotiate	協商；交涉
2043	negotiator	磋商者；交涉者
2044	nevertheless	仍然；不過
2045	news	新聞；消息
2046	newsletter	報紙
2047	nexus	連結；連鎖
2048	nominate	提名；任命
2049	nomination	提名；任命
2050	nominee	被提名人
2051	note	筆記；記錄注意；記下
2052	notebook	筆記本
2053	notice	注意；留意
2054	novel	小說
2055	novelty	新穎；新奇
2056	null	無效的；無價值的
2057	nurse	護士
2058	nursing	看護；護理
2059	nurture	養育；教養養育；培育
2060	nutrient	營養的；滋養的營養物
2061	nutrition	營養；滋養
2062	object	對象；目標反對
2063	objection	反對；異議
2064	objective	客觀的；如實的
2065	obligation	義務；責任
2066	obligatory	義不容辭的；有義務的
2067	observe	觀察；注意
2068	obsolete	廢棄的；淘汰的
2069	obtain	得到；獲得
2070	obvious	明顯的
2071	obviously	明顯地
2072	occasion	場合；狀況
2073	occupancy	佔有；入住
2074	occupation	工作，職業
2075	occupied	佔用的；在使用的
2076	occur	發生；出現
2077	occurrence	發生；出現
2078	offence	罪過；犯法 (= offense)
2079	offender	違法者；犯規的人
2080	offense	罪過；犯法
2081	offensive	冒犯的；唐突的
2082	offer	提供
2083	office	辦公室；職務
2084	official	官方的；公務上的
2085	offset	補償；抵銷補償；抵銷
2086	omission	遺漏；省略
2087	omit	遺漏；省略
2088	operate	營業；運轉
2089	operation	營業；運轉
2090	operational	操作上的；經營上的
2091	operator	操作者
2092	opinion	意見；評論
2093	opportune	恰好的；適宜的
2094	opportunity	機會
2095	opposite	相反的；對立的在對面在⋯⋯對面
2096	option	選項；選擇
2097	order	順序；狀況；命令命令；指揮
2098	ordinarily	通常地；慣常地
2099	ordinary	平凡的；通常的
2100	organize	組織；安排
2101	origin	起源；由來
2102	original	本來的；最初的
2103	originality	創造力；獨創性
2104	originally	本來的；最初的
2105	originate	發源；來自
2106	outbound	向外去的；駛向外國的
2107	outdo	勝過；超越
2108	outdoor	戶外的，露天的
2109	outer	外面的；外表的
2110	outgoing	友好的; 外向的
2111	outgun	火力壓過；武器多於
2112	outlaw	歹徒；罪犯法律上失效
2113	outlet	銷路；商店
2114	outline	外形；輪廓概述；略述
2115	outlook	觀點；看法
2116	outmaneuver	以計謀勝過
2117	out-of-date	不流行的
2118	output	出產；生產出產；生產
2119	outrage	惡行；暴行傷害；違反
2120	outrageous	可憎的；可恥的
2121	outrun	超過；超出
2122	outskirt	市郊；郊區
2123	outsmart	用計謀打敗
2124	outstanding	顯著的；傑出的
2125	outward	向外的；往外去的向外的；往外去的
2126	outweigh	比⋯⋯重；超過
2127	overall	總的，全部的工作褲
2128	overcome	戰勝；克服
2129	overhead	在頭頂上的；在上頭的在上頭；高高地
2130	overlap	部分重疊
2131	overlook	看漏；忽略
2132	overseas	在海外；在國外
2133	oversee	監視；監督
2134	overtime	加班超過時間的超過地
2135	overview	概觀；概要
2136	overwhelm	戰勝；征服
2137	ow	欠；歸功於
2138	own	自己的有；擁有
2139	owner	物主；所有人
2140	package	包裹；包
2141	panel	控制板；陪審員名單
2142	paragraph	（文章的）段；節
2143	part	部分；本分分開；使分離部分部分地
2144	partial	部分的；局部的
2145	participant	參與者
2146	participate	參加；參與
2147	particular	特有的，獨特的
2148	particularly	特別；尤其
2149	partner	夥伴；同伴
2150	partnership	合夥關係
2151	part-time	兼職的
2152	party	聚會；派對；黨派
2153	pass	穿過；通過通行證；護照；入場證
2154	passage	通行；走廊
2155	passenger	乘客
2156	passport	護照
2157	patch	補釘；補片補綴；修補
2158	path	小徑
2159	patience	耐心
2160	patient	有耐心的
2161	pattern	花樣；圖案
2162	pay	付；支付薪俸；報酬
2163	payable	應支付的；到期的
2164	payment	支付；付款
2165	payroll	薪金總額；發薪名單
2166	peace	和平；平靜
2167	peaceful	和平的；安詳的
2168	peculiar	奇怪的；乖癖的
2169	penalize	處罰；處刑
2170	penalty	處罰；刑罰
2171	perceive	察覺；感知
2172	percent	百分比；百分率
2173	percentage	百分率；百分比
2174	perception	感知；感受
2175	perfect	完美的；理想的
2176	perform	表演；實施使完美；做完
2177	performance	表演；成效
2178	perhaps	也許；大概
2179	period	時期；期間；生理期
2180	periodical	週期的；定期的
2181	permanent	永恆的；永遠的
2182	permit	允許；許可
2183	persistence	持續的；持久的
2184	persistent	持續的；持久的
2185	personnel	人員；員工
2186	perspective	透視的看法；觀點
2187	persuade	說服；勸服
2188	persuasion	說服；勸服
2189	pertain	從屬；附屬
2190	pertinent	恰當的；貼切的
2191	petrol	汽油
2192	Ph.D.	博士學位 (= Doctor of Philosophy)
2193	pharmacy	藥房
2194	photo	照片
2195	photograph	攝影照
2196	photographer	攝影師
2197	pile	堆；一堆堆積；疊
2198	pin	大頭針；別針別住；釘住
2199	pioneer	拓荒者；開拓者
2200	pipeline	渠道；路線
2201	pitch	投；擲；定在音高；程度
2202	place	地點；地區；身分放置；安置
2203	placement	布置
2204	placid	平靜的；寧靜的
2205	plain	簡樸的；坦白的平原；曠野
2206	plan	計畫；方案計畫；打算
2207	plane	飛機
2208	planet	行星
2209	plant	植物
2210	please	請；討人喜歡；討好
2211	pleased	喜歡的；滿意的
2212	pleasure	愉悅；滿足
2213	plug	塞子，栓；塞住；接通電源
2214	plumber	水管工
2215	pocket	口袋；財力袖珍的；小型的
2216	policy	政策；方針
2217	polite	有禮貌的；客氣的
2218	poll	投票；選舉投票
2219	pollute	汙染
2220	pollution	汙染
2221	ponder	仔細考慮；衡量
2222	population	人口
2223	portable	手提式的；輕便的
2224	portfolio	文件夾；個人作品
2225	pose	姿勢擺姿勢；裝腔作勢
2226	position	位置；姿態
2227	possess	擁有；佔有
2228	possession	擁有；所有物；財產
2229	possibility	可能性
2230	possible	可能的
2231	post	崗位；哨所
2232	postage	郵資；郵費
2233	posting	任命；委任職位
2234	postmaster	郵政局長
2235	postpone	延遲
2236	posture	姿勢；姿態
2237	potency	權力；效力
2238	potential	有潛力的；可能的
2239	power	力量；權力
2240	powerful	強大的；權力大的
2241	PR	公共關係 (= public relations)
2242	practical	有用的；實際的
2243	practice	練習
2244	precise	精準的
2245	precisely	精準地
2246	precondition	先決條件使⋯預先適應
2247	predict	預言；預知
2248	predictable	可預言的
2249	prediction	預言；預報
2250	predisposition	傾向；素質
2251	predominate	主宰；支配
2252	preface	序言；引語作為⋯⋯的開端
2253	prefer	偏好
2254	preference	偏好；喜愛
2255	prejudice	偏見；歧視損害；偏見
2256	premises	生產場所；經營場址
2257	premium	高價的；優質的獎品；獎金
2258	prepaid	預先付的
2259	prepare	準備
2260	prescription	命令；指示；處方
2261	present	現在的；當前的；出席的現在；目前
2262	preserve	保存；保藏
2263	president	總統；會長；主席
2264	press	按；壓；迫使報刊；新聞界
2265	pressure	壓力
2266	presume	設想；相假設
2267	pretend	假裝；佯裝
2268	pretense	假裝；矯飾
2269	pretentious	矯飾的；做作的
2270	prevail	勝過；戰勝
2271	prevalent	流行的；盛行的
2272	prevent	防止；預防
2273	preventive	預防的；防止的
2274	previous	以前的
2275	previously	事先；以前
2276	price	費用；價錢
2277	priceless	貴重的；無價的
2278	primarily	首先；起初；主要地
2279	prime	最初的；原始的
2280	principal	主要的；首要的
2281	principle	原則；原理
2282	prior	在前的；居先的
2283	prioritize	按優先順序處理
2284	priority	優先；重點
2285	privacy	隱私
2286	private	隱私的
2287	privatize	使私有（民營）化
2288	privilege	特權；優特
2289	prize	獎品；獎賞
2290	probably	大概；或許
2291	procedure	程序；手續
2292	proceed	開始；著手；出發
2293	process	過程；進程處理；辦理
2294	procure	引起；導致
2295	procurement	取得；採購
2296	product	產品；成品
2297	production	生產；製作
2298	productivity	生產力；生產率
2299	profession	職業；同業
2300	professional	專業的
2301	proficiency	精通；熟練
2302	profit	得益；獲益利潤；盈利
2303	profitable	有利的；贏利的
2304	profound	深刻的；深切的
2305	program	計畫；方案；節目
2306	programmer	程式設計師
2307	progress	前進；進行前進；進行
2308	progression	前進
2309	prohibit	禁止；妨礙
2310	project	計畫；投射
2311	projection	投擲；發射；投影
2312	prolific	多產的；豐富的
2313	prolong	延長；拖延
2314	promise	承諾；允諾承諾；允諾
2315	promote	晉升；促進
2316	promotional	增進的；獎勵的
2317	proof	證據；物證能抵擋的
2318	proper	適合的；適當的
2319	property	資產；所有物
2320	proposal	計畫；提案；求婚
2321	propose	計畫；建議；求婚
2322	prospect	指望；預期勘探
2323	protect	保護；防護
2324	protection	保護；防護
2325	proud	驕傲的；有自尊心的
2326	prove	證明；證實
2327	provide	提供
2328	proximity	接近；鄰近
2329	public	公眾的
2330	publication	出版物；公布
2331	publicize	宣傳；公布
2332	publish	出版；發行
2333	publisher	出版社
2334	punish	處罰
2335	punishment	處罰
2336	purchase	購買；獲得
2337	pure	純潔的；完全的
2338	purely	純粹地
2339	purify	使純淨；淨化
2340	purpose	目的；意圖
2341	pursue	追求；求愛；追趕
2342	pursuit	追求；尋求
2343	qualification	資格；能力
2344	qualify	使具有資格；使合格
2345	quality	品質；特性優良的
2346	quantity	數量；分量
2347	quarrel	爭吵；不和爭吵；不和
2348	quarter	四分之一；季度
2349	quarterly	季度的一季一次地
2350	question	問題；詢問訊問；審問
2351	questionable	可疑的；成問題的
2352	queue	行列；長隊排隊
2353	quick	快速的；迅速的
2354	quickly	快速地
2355	quiet	寧靜的；安定的安靜；靜謐平靜下來
2356	quit	解除；退出
2357	quite	完全；徹底
2358	quotation	引用；引證
2359	quote	引用；引述引號；引語
2360	race	賽跑；比比速度；參加競賽
2361	racial	人種的；種族的
2362	radical	根本的；基本的根部；基礎
2363	radio	無線電；收音機
2364	radioactive	放射性的
2365	radius	半徑；半徑距離
2366	railroad	鐵路
2367	raise	舉起；抬起加薪；提高
2368	random	胡亂的；隨便的
2369	randomly	任意地；隨便地
2370	range	排，行；一系列
2371	rank	等級；地位
2372	rapid	快的；迅速的
2373	rapidly	很快地；立即
2374	rare	稀有的；罕見的
2375	rarely	很少；難得
2376	rate	比例；率
2377	rather	相當；頗
2378	rational	理性的；有理性的
2379	reac	抵達；達到可及之範圍
2380	read	閱讀；攻讀讀物
2381	reader	讀者
2382	readership	讀者們
2383	readiness	準備就緒
2384	ready	準備好的；願意的
2385	realization	領悟；認識
2386	realize	領悟；實現
2387	reason	理由
2388	reasonable	合理的；正當的
2389	rebel	反抗者反叛的
2390	rebellion	反叛；造反；叛亂
2391	rebound	彈回；跳回
2392	rebuild	重建；改建
2393	recall	回想；回憶
2394	receipt	收據
2395	receive	收到；接到
2396	recent	新近的；最近的
2397	recently	最近
2398	reception	接待；歡迎
2399	receptionist	接待員
2400	recharge	再充電於；再裝填彈藥於
2401	recipient	接受者；受領者接受的；受領的
2402	reclaim	使改過；使悔改
2403	recognition	認出；識別
2404	recognizable	可辨認的
2405	recognize	認出；識別
2406	recommend	推薦
2407	recommendation	推薦
2408	reconsider	重新考慮
2409	record	記載；記錄
2410	recover	復原；恢復
2411	recovery	復原恢復
2412	recruit	徵募；僱用
2413	recruitment	徵募；僱用
2414	rectangle	矩形；長方形
2415	rectify	矯正；改正
2416	reduce	減少；縮小
2417	refer	提到; 談論
2418	reference	提及；參考文獻
2419	reflect	反射；照出
2420	reflection	倒影；反省
2421	refund	退還；償還
2422	refurbish	再磨光；刷新
2423	refusal	拒絕
2424	refuse	拒絕
2425	regard	注重；問候把⋯認為
2426	regarding	關於；就⋯⋯而論
2427	regardless	不顧一切地不注意的；不留心的
2428	region	地區；地帶
2429	registering	登記的；註冊的
2430	regular	規則的；有規律的
2431	regularly	定期地；有規律地
2432	regulate	管理；控制；校準
2433	regulation	規章；規則標準的；正規的
2434	rehearsal	排練；試演
2435	rehearse	排練；排演
2436	reimburse	償還；歸還
2437	reimbursement	償還；退款
2438	reinforce	增援；加強
2439	reinforcement	增援；加強
2440	reiterate	重做；重申
2441	reject	拒絕
2442	rejection	拒絕；反對
2443	relate	使有聯繫；有關；涉及
2444	relation	關係；關聯
2445	relationship	人際關係；戀愛關係
2446	release	釋放；發行釋放；解放
2447	relevant	有關的；切題的
2448	reliable	可信賴的；可靠的
2449	relief	緩和；減輕
2450	relocate	重新安置
2451	rely	倚靠；依靠
2452	remain	剩下；餘留
2453	remake	再製；改造
2454	remark	談到；評論言辭；談論
2455	remarkable	非凡的；卓越的
2456	remember	記得；記住
2457	remind	提醒
2458	remote	遙遠的；偏僻的
2459	remotely	遙遠地；間接地
2460	removal	移動；調動；免職
2461	remove	移動；調動
2462	render	使得；提出
2463	renew	使更新；使復原
2464	renewal	更新；復原
2465	renovation	更新；修理
2466	renowned	有名的；有聲譽的
2467	rent	租金；租費出租
2468	rental	租賃的租金；出租
2469	repair	修理；修補修理；修補
2470	repeat	重複；重做重複；複寫
2471	repetition	反覆背誦
2472	repetitive	重複的
2473	replace	放置；替代
2474	replacement	取代；更換
2475	replay	重演；重播重演；重播
2476	reply	回答；答覆
2477	report	報導；記述；告發報告；報導
2478	represent	描繪；代表
2479	representative	代表性的典型；代表物；代表
2480	reputation	名譽；名聲
2481	request	要求；請求要求；請求
2482	require	需要；要求
2483	requirement	需要；必需品
2484	reschedule	改期；重新編排
2485	research	研究；調查研究
2486	resemblance	相似；相貌相似
2487	resemble	像；類似
2488	reservation	預定；保留
2489	reserve	儲備；保存
2490	residence	住所；住宅
2491	resident	居民居住的；定居的
2492	residential	居住的；住宅的
2493	residual	殘留的；剩餘的
2494	residue	殘餘；剩餘
2495	resign	放棄；辭去
2496	resignation	辭職；放棄
2497	resist	抵抗；反抗
2498	resistance	抵抗；反抗
2499	resolute	堅決的；堅定的
2500	resolve	解決；決心決心；決意
2501	resource	資源；物力
2502	respect	敬重，尊敬
2503	respond	回答；答覆
2504	response	回答；答覆
2505	responsible	需負責任的；承擔責任的
2506	responsive	回答的；應答的
2507	restriction	限制；約束
2508	resume	恢復；重返梗概；履歷
2509	retail	零售零售零售的
2510	retailer	零售商；零售店
2511	retai	保留；保持
2512	retainable	能保持的；可保留的
2513	retainer	保留者；家臣
2514	retire	使退卻；使退休
2515	retirement	退休；退職
2516	retrieve	重新得到；收回
2517	return	返回；歸
2518	reveal	展現，顯露出揭示；揭露
2519	revenue	收入；稅收
2520	reverse	相反的；反向的顛倒；翻轉相反
2521	review	批評，評論；檢閱
2522	revise	修訂；校訂
2523	revision	修訂；校訂
2524	revive	甦醒；復甦
2525	revolve	旋轉；自轉
2526	reward	報答；報償報答；報償
2527	rigorous	嚴格的；嚴厲的
2528	rise	上升；升起上升；興盛
2529	rival	競爭者；對手競爭競爭的
2530	rivalry	競爭；對抗
2531	robust	強健的；茁壯的
2532	route	路線；路程
2533	routine	例行公事例行的
2534	royal	皇家的；盛大的
2535	royalty	皇族；王位；王權
2536	rule	規則；規定統治；管轄
2537	run	跑；競選跑；路程；暢銷
2538	rush	衝，奔；催促匆忙；緊急
2539	sacrifice	牲禮，祭品犧牲；獻出
2540	sadden	使悲傷；使難過
2541	sadly	悲哀地；傷心地
2542	sadness	悲哀；悲傷
2543	safe	平安的；無損的
2544	safeguard	保護；防衛保護；防衛
2545	safety	安全；平安
2546	salary	薪資；薪水
2547	sale	賣；出售；拍賣
2548	salvage	搶救；挽救救助；營救
2549	sample	樣品，樣本品嚐；體驗樣品的
2550	sanitary	公共廁所衛生的；清潔的
2551	satisfaction	滿意；滿足
2552	satisfy	使滿意；使高興
2553	savvy	懂；知曉
2554	scale	大小；規模攀登；增加
2555	scan	細看；審視掃描；細看
2556	scanner	掃描機
2557	scene	布景；景色；背景
2558	scenery	景色；風景
2559	schedule	時間表安排；預定
2560	scope	顯微鏡；望遠鏡
2561	scratch	抓；搔劃出刮痕；抓痕湊合的
2562	screen	螢幕；掩蔽物
2563	scrutinize	詳細檢查；細看
2564	seam	縫；縫合處縫合；接合
2565	seamlessly	無縫地
2566	search	搜查；探究搜查；搜尋
2567	season	季節
2568	secret	秘密
2569	section	部分；區域
2570	secure	安全的，無危險的使安全；掩護
2571	security	安全感；防備；保安
2572	seek	尋找；探索
2573	segment	部分；部門分割；切割
2574	seldom	不常；很少很少的；難得的
2575	select	選擇；挑選上等的；優等的
2576	selection	選擇；選拔
2577	selective	有選擇性的
2578	self	自身；自己
2579	self-employed	自由業的；自僱的
2580	semester	半學年；一學期
2581	seminar	專題討論會
2582	senior	年長的；前輩的前輩；上司；學長
2583	sense	感官；官能；見識了解；領會
2584	sensible	明智的；合情理的
2585	sensitive	敏感的；靈敏的
2586	separate	分隔；分割
2587	separation	分開；分居
2588	sequence	連續；接續
2589	series	連續；系列
2590	serious	嚴重的；危急的
2591	serve	服務
2592	service	服務；效勞服務；效勞
2593	session	會議；集會
2594	set	放；置；開始固定的；不變的一套；一部
2595	setback	挫折；失敗
2596	setup	組織；機構
2597	several	幾個的；數個的
2598	severe	嚴重的；劇烈的
2599	severely	嚴重地；劇烈地
2600	shape	形狀；樣子使成形；塑造
2601	share	分享
2602	shareholder	股東
2603	sharp	尖銳的；苛刻的幾點整
2604	shelf	架子
2605	ship	船；艦運送；裝運
2606	shipment	運輸；運送
2607	shipping	運輸；運輸業
2608	shortage	缺少；不足
2609	should	可能；該
2610	shredder	碎紙機
2611	sight	視覺；景象；觀光地看見；發現
2612	sign	徵象；前兆簽名於；簽署
2613	significance	重要性；重要
2614	significant	有意義的；重要的
2615	signify	表示；預示
2616	similar	相像的；相仿
2617	simulate	假裝；冒充
2618	simulation	偽裝；模仿
2619	sincere	衷心的；真誠的
2620	sincerely	真誠地；誠懇地
2621	sinful	罪孽深重的；有罪的
2622	sink	下沉；下陷水槽
2623	site	地點；場所
2624	situation	狀況；處境
2625	size	尺寸
2626	skill	技巧；技術
2627	skillful	有技巧的
2628	skim	撇去；瀏覽；略讀脫脂牛奶
2629	slash	減低；砍傷；抨擊砍傷；砍痕
2630	slice	薄片；切片切下；割去
2631	slip	滑動；滑跤失足；疏忽；錯誤
2632	slippery	滑的；油滑的
2633	slogan	口號；標語
2634	slope	傾斜；坡度傾斜
2635	sloppy	稀薄的；邋遢的
2636	slot	投幣口；自動販賣機
2637	slump	倒下；陷落下降；不景氣
2638	smoothl	平滑地；流暢地
2639	soar	往上飛舞，升高飛；高聳
2640	society	社會；交際
2641	software	軟體
2642	solace	安慰；慰藉安慰
2643	sola	太陽的；日光的
2644	solely	單獨地；唯一地
2645	solicit	請求；懇求
2646	solve	解決；解答
2647	sophisticated	世故的；精緻的
2648	sort	挑選；區分種類；品種
2649	sound	聲音；響聲聽起來
2650	source	根源；來源隔開
2651	space	空間；宇宙
2652	span	礅距；跨度橫跨；跨越
2653	special	特別的
2654	specialize	專精於
2655	specialty	專業；專長
2656	specification	載明；詳述
2657	specify	具體指定；詳細指明
2658	speech	演說；言論
2659	speed	快速；迅速促進；加快
2660	spend	花費；浪費
2661	splendid	壯麗的；輝煌的
2662	sponsor	贊助商
2663	sponsorship	資助；支持
2664	spot	斑點；場所立即玷汙；汙辱
2665	spray	噴霧；浪花噴灑
2666	spread	伸展；傳播蔓延；流行
2667	spring	春天；活力跳躍；提出
2668	sprinkle	灑；噴；淋稀疏小雨；少量
2669	spy	間諜；密探監視；偵察
2670	square	正方形；廣場正直的公正的
2671	stability	穩定；穩定性
2672	stable	馬；馬棚；畜舍
2673	stack	一堆，一疊；乾草堆堆放
2674	staff	職員；工作人員
2675	stage	舞臺；階段籌劃；舉行
2676	stake	危險；股本資助；押下
2677	stance	立場；態度
2678	stand	站立；站著立場；態度
2679	standard	標準；水準標準的；一流的
2680	standpoint	立場；觀點
2681	staple	主要產品主要的
2682	state	狀況，形態；國家；州陳述；聲明
2683	statement	陳述；說明
2684	station	車站；駐地；身分
2685	stationary	固定的；停滯的
2686	stationery	文具；信
2687	statistics	統計；統計資料
2688	status	地位；身分
2689	steadfast	堅定的；不動搖的
2690	steady	穩固的；平穩的使穩固；使穩定
2691	steam	蒸汽；水蒸汽蒸發；冒熱氣
2692	stem	起源於；攔住；阻擋莖，樹幹
2693	stick	枝條；棒狀物黏貼；堅持；固守
2694	stock	進貨；庫存品；股票庫存；貯存庫存的
2695	storage	貯藏；保管
2696	store	店舖；貯存貯存
2697	storm	暴風雨；爆發；激動
2698	stormy	暴風雨的；暴躁的橫衝直撞；猛衝；起風暴
2699	storyline	故事；情節
2700	stout	頑強的；牢固的；粗壯的
2701	straight	筆直的；正直的立刻；馬上
2702	straightforward	徑直的；簡單的坦率地；直截了當地
2703	strategy	策略；計謀
2704	stream	小河；溪流流；流動
2705	streamline	流線型的
2706	strength	力氣；實力強度
2707	strengthen	增強；鞏固
2708	stress	壓力；緊張；著重強調；著重
2709	stretch	伸直；展開，曲解伸縮；延續；吹牛
2710	strike	打擊；攻擊罷工；打擊
2711	strive	力爭；苦幹
2712	structure	結構構造
2713	study	學習；研究學習；研究
2714	style	風格；作風
2715	subject	主題；題目易受⋯；易患⋯
2716	subjectively	主觀地
2717	submit	屈從；忍受；提交；呈遞；主張
2718	subordinate	次要的；隸屬的部下；部屬
2719	subscribe	訂閱；同意
2720	subscription	訂閱；同意
2721	subside	消退；平息；減弱
